Điểm đi	Điểm đến	Số chỗ	Giá (VNĐ)
quảng ninh	hà nam	39.0	200000.0
quảng trị	hà nam	39.0	300000.0
sài gòn	hà nam	39.0	750000.0
sài gòn	hà nam	40.0	775000.0
sài gòn	hà nam	40.0	750000.0
sơn la	hà nam	40.0	280000.0
thái nguyên	hà nam	28.0	80000.0
thái nguyên	hà nam	39.0	140000.0
thanh hóa	hà nam	46.0	80000.0
thanh hóa	hà nam	39.0	160000.0
thanh hóa	hà nam	44.0	100000.0
đà nẵng	hà nam	39.0	400000.0
đà nẵng	hà nam	46.0	300000.0
đồng nai	hà nam	39.0	750000.0
bình thuận	kon tum	40.0	300000.0
bình định	kon tum	16.0	110000.0
bình định	kon tum	16.0	100000.0
bình định	kon tum	16.0	90000.0
bình định	kon tum	16.0	80000.0
gia lai	kon tum	16.0	70000.0
gia lai	kon tum	16.0	60000.0
gia lai	kon tum	16.0	50000.0
hà nam	kon tum	40.0	550000.0
hà nội	kon tum	40.0	550000.0
hà nội	kon tum	40.0	440000.0
hà tĩnh	kon tum	40.0	450000.0
hải dương	kon tum	40.0	570000.0
huế	kon tum	40.0	350000.0
huế	kon tum	40.0	210000.0
nam định	kon tum	40.0	550000.0
nghệ an	kon tum	40.0	450000.0
khánh hòa	kon tum	28.0	170000.0
khánh hòa	kon tum	45.0	230000.0
khánh hòa	kon tum	40.0	190000.0
ninh bình	kon tum	40.0	550000.0
ninh thuận	kon tum	45.0	270000.0
ninh thuận	kon tum	40.0	220000.0
quảng bình	kon tum	40.0	400000.0
quảng ngãi	kon tum	16.0	140000.0
quảng trị	kon tum	40.0	400000.0
sài gòn	kon tum	40.0	250000.0
sài gòn	kon tum	44.0	250000.0
sài gòn	kon tum	40.0	190000.0
thái bình	kon tum	40.0	550000.0
thanh hóa	kon tum	40.0	500000.0
vĩnh phúc	kon tum	40.0	630000.0
lâm đồng	kon tum	44.0	330000.0
lâm đồng	kon tum	44.0	270000.0
đà nẵng	kon tum	40.0	180000.0
đắk lắk	kon tum	45.0	200000.0
đắk lắk	kon tum	28.0	120000.0
đắk lắk	kon tum	44.0	250000.0
đắk lắk	kon tum	44.0	150000.0
đắk lắk	kon tum	44.0	200000.0
đắk lắk	kon tum	40.0	200000.0
đắk lắk	kon tum	40.0	250000.0
đắk nông	kon tum	44.0	280000.0
đồng nai	kon tum	40.0	360000.0
đồng nai	kon tum	40.0	330000.0
bình phước	nam định	40.0	650000.0
cà mau	nam định	40.0	800000.0
gia lai	nam định	40.0	550000.0
hà nội	nam định	40.0	70000.0
hà nội	nam định	30.0	70000.0
hà nội	nam định	30.0	50000.0
hà nội	nam định	45.0	60000.0
hà nội	nam định	7.0	160000.0
hà nội	nam định	45.0	70000.0
hà nội	nam định	28.0	70000.0
hà nội	nam định	28.0	60000.0
hà nội	nam định	33.0	70000.0
hà nội	nam định	16.0	80000.0
hà nội	nam định	45.0	80000.0
hà nội	nam định	9.0	100000.0
hà nội	nam định	19.0	80000.0
hà nội	nam định	19.0	100000.0
hà nội	nam định	35.0	70000.0
hà tĩnh	nam định	39.0	230000.0
hà tĩnh	nam định	41.0	200000.0
hà tĩnh	nam định	41.0	170000.0
hải phòng	nam định	45.0	75000.0
hải phòng	nam định	28.0	80000.0
hải phòng	nam định	16.0	60000.0
hải phòng	nam định	16.0	75000.0
hải phòng	nam định	39.0	140000.0
hải phòng	nam định	38.0	110000.0
hải phòng	nam định	41.0	80000.0
hòa bình	nam định	28.0	90000.0
hòa bình	nam định	25.0	75000.0
hòa bình	nam định	29.0	90000.0
huế	nam định	39.0	340000.0
kon tum	nam định	40.0	550000.0
lào cai	nam định	40.0	200000.0
lào cai	nam định	40.0	230000.0
nghệ an	nam định	39.0	180000.0
nghệ an	nam định	41.0	160000.0
nghệ an	nam định	41.0	150000.0
khánh hòa	nam định	39.0	640000.0
ninh bình	nam định	41.0	50000.0
ninh bình	nam định	39.0	150000.0
ninh thuận	nam định	39.0	700000.0
phú yên	nam định	39.0	600000.0
quảng bình	nam định	39.0	270000.0
quảng nam	nam định	39.0	420000.0
quảng ngãi	nam định	39.0	450000.0
quảng ninh	nam định	40.0	150000.0
quảng ninh	nam định	45.0	90000.0
quảng ninh	nam định	45.0	100000.0
quảng trị	nam định	39.0	300000.0
sài gòn	nam định	45.0	650000.0
sài gòn	nam định	40.0	700000.0
sài gòn	nam định	40.0	690000.0
sài gòn	nam định	40.0	600000.0
sài gòn	nam định	40.0	650000.0
sài gòn	nam định	40.0	850000.0
sài gòn	nam định	39.0	750000.0
sài gòn	nam định	40.0	350000.0
sài gòn	nam định	45.0	500000.0
sài gòn	nam định	40.0	750000.0
sài gòn	nam định	40.0	800000.0
sài gòn	nam định	45.0	550000.0
sơn la	nam định	40.0	280000.0
sơn la	nam định	40.0	250000.0
thái bình	nam định	41.0	50000.0
thái nguyên	nam định	30.0	90000.0
thanh hóa	nam định	39.0	170000.0
thanh hóa	nam định	41.0	100000.0
thanh hóa	nam định	41.0	70000.0
vũng tàu	nam định	39.0	750000.0
vũng tàu	nam định	40.0	650000.0
đà nẵng	nam định	39.0	400000.0
đà nẵng	nam định	46.0	300000.0
đồng nai	nam định	39.0	750000.0
bắc giang	ninh bình	28.0	80000.0
bắc giang	ninh bình	39.0	180000.0
bắc ninh	ninh bình	28.0	100000.0
bắc ninh	ninh bình	28.0	80000.0
bắc ninh	ninh bình	39.0	180000.0
bình phước	ninh bình	45.0	650000.0
bình thuận	ninh bình	39.0	700000.0
bình định	ninh bình	39.0	490000.0
cà mau	ninh bình	40.0	750000.0
cà mau	ninh bình	40.0	800000.0
cần thơ	ninh bình	39.0	870000.0
cao bằng	ninh bình	40.0	300000.0
hà nam	ninh bình	46.0	50000.0
hà nam	ninh bình	44.0	80000.0
hà nam	ninh bình	7.0	60000.0
hà nội	ninh bình	30.0	80000.0
hà nội	ninh bình	46.0	100000.0
hà nội	ninh bình	30.0	70000.0
hà nội	ninh bình	45.0	70000.0
hà nội	ninh bình	45.0	80000.0
hà nội	ninh bình	28.0	70000.0
hà nội	ninh bình	30.0	125000.0
hà nội	ninh bình	29.0	150000.0
hà nội	ninh bình	45.0	90000.0
hà nội	ninh bình	28.0	75000.0
hà nội	ninh bình	28.0	72000.0
hà nội	ninh bình	28.0	80000.0
hà nội	ninh bình	39.0	150000.0
hà nội	ninh bình	35.0	80000.0
hà nội	ninh bình	9.0	150000.0
hà nội	ninh bình	35.0	75000.0
hà nội	ninh bình	44.0	100000.0
hà nội	ninh bình	7.0	150000.0
hà nội	ninh bình	7.0	200000.0
hà nội	ninh bình	45.0	75000.0
hà nội	ninh bình	7.0	130000.0
hà nội	ninh bình	7.0	160000.0
hà nội	ninh bình	30.0	120000.0
hà nội	ninh bình	9.0	160000.0
hà nội	ninh bình	9.0	130000.0
hà tĩnh	ninh bình	39.0	200000.0
hà tĩnh	ninh bình	41.0	170000.0
hà tĩnh	ninh bình	41.0	160000.0
hải dương	ninh bình	39.0	160000.0
hải phòng	ninh bình	16.0	84000.0
hải phòng	ninh bình	39.0	160000.0
hải phòng	ninh bình	16.0	100000.0
hải phòng	ninh bình	41.0	100000.0
hòa bình	ninh bình	29.0	75000.0
hòa bình	ninh bình	28.0	90000.0
hòa bình	ninh bình	28.0	100000.0
hòa bình	ninh bình	28.0	80000.0
huế	ninh bình	39.0	320000.0
hưng yên	ninh bình	39.0	160000.0
kon tum	ninh bình	40.0	550000.0
lạng sơn	ninh bình	28.0	120000.0
lào cai	ninh bình	40.0	250000.0
lào cai	ninh bình	46.0	300000.0
nam định	ninh bình	39.0	150000.0
nam định	ninh bình	41.0	50000.0
nghệ an	ninh bình	46.0	150000.0
nghệ an	ninh bình	46.0	130000.0
nghệ an	ninh bình	39.0	190000.0
nghệ an	ninh bình	44.0	130000.0
nghệ an	ninh bình	44.0	120000.0
nghệ an	ninh bình	41.0	150000.0
khánh hòa	ninh bình	39.0	600000.0
ninh thuận	ninh bình	39.0	660000.0
phú thọ	ninh bình	46.0	100000.0
phú yên	ninh bình	39.0	570000.0
quảng bình	ninh bình	39.0	250000.0
quảng nam	ninh bình	39.0	390000.0
quảng ngãi	ninh bình	39.0	410000.0
quảng ninh	ninh bình	40.0	200000.0
quảng ninh	ninh bình	28.0	100000.0
quảng ninh	ninh bình	28.0	120000.0
quảng ninh	ninh bình	39.0	250000.0
quảng ninh	ninh bình	39.0	210000.0
quảng ninh	ninh bình	35.0	100000.0
quảng ninh	ninh bình	35.0	130000.0
quảng trị	ninh bình	39.0	280000.0
sài gòn	ninh bình	40.0	650000.0
sài gòn	ninh bình	40.0	700000.0
sài gòn	ninh bình	39.0	730000.0
sài gòn	ninh bình	40.0	775000.0
sơn la	ninh bình	40.0	250000.0
sơn la	ninh bình	40.0	200000.0
thái bình	ninh bình	39.0	150000.0
thái bình	ninh bình	41.0	70000.0
thái nguyên	ninh bình	30.0	120000.0
thái nguyên	ninh bình	39.0	160000.0
thanh hóa	ninh bình	46.0	50000.0
thanh hóa	ninh bình	39.0	140000.0
thanh hóa	ninh bình	44.0	80000.0
thanh hóa	ninh bình	41.0	70000.0
thanh hóa	ninh bình	41.0	50000.0
tiền giang	ninh bình	39.0	820000.0
tuyên quang	ninh bình	28.0	130000.0
vĩnh long	ninh bình	39.0	850000.0
vĩnh phúc	ninh bình	16.0	90000.0
vũng tàu	ninh bình	39.0	730000.0
vũng tàu	ninh bình	42.0	680000.0
yên bái	ninh bình	46.0	220000.0
đà nẵng	ninh bình	39.0	380000.0
đà nẵng	ninh bình	40.0	300000.0
đà nẵng	ninh bình	46.0	280000.0
đồng nai	ninh bình	39.0	730000.0
an giang	ninh thuận	45.0	300000.0
an giang	ninh thuận	45.0	270000.0
bắc giang	ninh thuận	39.0	720000.0
bạc liêu	ninh thuận	45.0	300000.0
bắc ninh	ninh thuận	39.0	720000.0
bến tre	ninh thuận	45.0	230000.0
bình dương	ninh thuận	43.0	150000.0
bình dương	ninh thuận	40.0	150000.0
bình thuận	ninh thuận	43.0	150000.0
bình thuận	ninh thuận	39.0	140000.0
bình định	ninh thuận	39.0	250000.0
bình định	ninh thuận	45.0	200000.0
bình định	ninh thuận	40.0	200000.0
cà mau	ninh thuận	45.0	340000.0
cần thơ	ninh thuận	39.0	320000.0
cần thơ	ninh thuận	45.0	240000.0
gia lai	ninh thuận	45.0	230000.0
gia lai	ninh thuận	40.0	220000.0
hà nội	ninh thuận	38.0	550000.0
hà nội	ninh thuận	39.0	680000.0
hà tĩnh	ninh thuận	39.0	580000.0
hải dương	ninh thuận	39.0	720000.0
hải phòng	ninh thuận	39.0	720000.0
hậu giang	ninh thuận	45.0	260000.0
huế	ninh thuận	39.0	450000.0
huế	ninh thuận	43.0	300000.0
hưng yên	ninh thuận	39.0	720000.0
kiên giang	ninh thuận	45.0	330000.0
kiên giang	ninh thuận	45.0	270000.0
kon tum	ninh thuận	45.0	270000.0
kon tum	ninh thuận	40.0	220000.0
lạng sơn	ninh thuận	39.0	760000.0
long an	ninh thuận	45.0	200000.0
nam định	ninh thuận	39.0	700000.0
nghệ an	ninh thuận	39.0	590000.0
khánh hòa	ninh thuận	16.0	60000.0
khánh hòa	ninh thuận	39.0	120000.0
khánh hòa	ninh thuận	45.0	185000.0
ninh bình	ninh thuận	39.0	660000.0
phú yên	ninh thuận	39.0	210000.0
phú yên	ninh thuận	40.0	150000.0
quảng bình	ninh thuận	39.0	530000.0
quảng nam	ninh thuận	39.0	350000.0
quảng ngãi	ninh thuận	46.0	230000.0
quảng ngãi	ninh thuận	39.0	310000.0
quảng ngãi	ninh thuận	45.0	220000.0
quảng ninh	ninh thuận	39.0	850000.0
quảng ninh	ninh thuận	39.0	810000.0
quảng trị	ninh thuận	39.0	490000.0
sài gòn	ninh thuận	44.0	150000.0
sài gòn	ninh thuận	44.0	160000.0
sài gòn	ninh thuận	44.0	140000.0
sài gòn	ninh thuận	40.0	170000.0
sài gòn	ninh thuận	40.0	140000.0
sài gòn	ninh thuận	39.0	200000.0
sài gòn	ninh thuận	43.0	75000.0
sài gòn	ninh thuận	40.0	150000.0
sài gòn	ninh thuận	43.0	150000.0
sài gòn	ninh thuận	45.0	250000.0
sài gòn	ninh thuận	45.0	180000.0
sài gòn	ninh thuận	45.0	130000.0
sài gòn	ninh thuận	45.0	150000.0
sài gòn	ninh thuận	45.0	200000.0
sài gòn	ninh thuận	45.0	190000.0
sài gòn	ninh thuận	40.0	160000.0
sài gòn	ninh thuận	44.0	145000.0
sài gòn	ninh thuận	45.0	140000.0
sài gòn	ninh thuận	42.0	190000.0
sóc trăng	ninh thuận	45.0	280000.0
tây ninh	ninh thuận	45.0	240000.0
thái bình	ninh thuận	39.0	700000.0
thái nguyên	ninh thuận	39.0	720000.0
thanh hóa	ninh thuận	39.0	640000.0
tiền giang	ninh thuận	39.0	260000.0
tiền giang	ninh thuận	45.0	230000.0
trà vinh	ninh thuận	45.0	300000.0
trà vinh	ninh thuận	45.0	280000.0
vĩnh long	ninh thuận	39.0	320000.0
vĩnh long	ninh thuận	45.0	230000.0
vũng tàu	ninh thuận	40.0	300000.0
vũng tàu	ninh thuận	39.0	170000.0
lâm đồng	ninh thuận	28.0	80000.0
lâm đồng	ninh thuận	16.0	80000.0
đà nẵng	ninh thuận	43.0	300000.0
đà nẵng	ninh thuận	46.0	250000.0
đà nẵng	ninh thuận	39.0	380000.0
đà nẵng	ninh thuận	45.0	260000.0
đà nẵng	ninh thuận	40.0	280000.0
đắk lắk	ninh thuận	30.0	135000.0
đắk lắk	ninh thuận	45.0	180000.0
đắk lắk	ninh thuận	45.0	120000.0
đắk lắk	ninh thuận	40.0	230000.0
đắk lắk	ninh thuận	30.0	230000.0
đắk lắk	ninh thuận	40.0	190000.0
đồng nai	ninh thuận	39.0	170000.0
đồng nai	ninh thuận	43.0	150000.0
đồng nai	ninh thuận	45.0	250000.0
đồng tháp	ninh thuận	45.0	290000.0
bắc giang	quảng bình	39.0	350000.0
bắc ninh	quảng bình	39.0	350000.0
bình phước	quảng bình	45.0	600000.0
bình thuận	quảng bình	39.0	570000.0
bình định	quảng bình	39.0	360000.0
cần thơ	quảng bình	39.0	700000.0
gia lai	quảng bình	40.0	350000.0
gia lai	quảng bình	41.0	430000.0
hà nội	quảng bình	44.0	200000.0
hà nội	quảng bình	41.0	250000.0
hà nội	quảng bình	40.0	200000.0
hà nội	quảng bình	40.0	220000.0
hà nội	quảng bình	30.0	200000.0
hà nội	quảng bình	45.0	230000.0
hà nội	quảng bình	39.0	270000.0
hà nội	quảng bình	38.0	200000.0
hà nội	quảng bình	38.0	230000.0
hà nội	quảng bình	38.0	250000.0
hà nội	quảng bình	40.0	300000.0
hà nội	quảng bình	17.0	200000.0
hà nội	quảng bình	40.0	250000.0
hà tĩnh	quảng bình	39.0	160000.0
hải dương	quảng bình	39.0	290000.0
hải dương	quảng bình	46.0	280000.0
hải dương	quảng bình	46.0	300000.0
hải phòng	quảng bình	39.0	290000.0
hải phòng	quảng bình	40.0	290000.0
hải phòng	quảng bình	46.0	250000.0
hòa bình	quảng bình	46.0	280000.0
huế	quảng bình	9.0	210000.0
huế	quảng bình	39.0	170000.0
huế	quảng bình	28.0	90000.0
hưng yên	quảng bình	39.0	290000.0
kon tum	quảng bình	40.0	400000.0
lạng sơn	quảng bình	39.0	370000.0
nam định	quảng bình	39.0	270000.0
nghệ an	quảng bình	40.0	100000.0
khánh hòa	quảng bình	39.0	480000.0
ninh bình	quảng bình	39.0	250000.0
ninh thuận	quảng bình	39.0	530000.0
ninh thuận	quảng bình	39.0	490000.0
phú yên	quảng bình	39.0	440000.0
quảng nam	quảng bình	39.0	250000.0
quảng ngãi	quảng bình	39.0	290000.0
quảng ninh	quảng bình	40.0	350000.0
quảng ninh	quảng bình	40.0	300000.0
quảng ninh	quảng bình	39.0	410000.0
quảng ninh	quảng bình	39.0	370000.0
quảng ninh	quảng bình	40.0	400000.0
quảng ninh	quảng bình	40.0	430000.0
quảng ninh	quảng bình	40.0	250000.0
quảng trị	quảng bình	9.0	210000.0
quảng trị	quảng bình	39.0	140000.0
sài gòn	quảng bình	40.0	550000.0
sài gòn	quảng bình	39.0	610000.0
sài gòn	quảng bình	40.0	640000.0
sài gòn	quảng bình	40.0	500000.0
sài gòn	quảng bình	40.0	600000.0
thái bình	quảng bình	39.0	270000.0
thái nguyên	quảng bình	39.0	290000.0
thanh hóa	quảng bình	40.0	200000.0
thanh hóa	quảng bình	39.0	230000.0
tiền giang	quảng bình	39.0	660000.0
vĩnh long	quảng bình	39.0	660000.0
vũng tàu	quảng bình	39.0	610000.0
vũng tàu	quảng bình	42.0	580000.0
đà nẵng	quảng bình	40.0	150000.0
đà nẵng	quảng bình	16.0	115000.0
đà nẵng	quảng bình	39.0	210000.0
đà nẵng	quảng bình	16.0	95000.0
đà nẵng	quảng bình	40.0	185000.0
đà nẵng	quảng bình	30.0	130000.0
đà nẵng	quảng bình	46.0	150000.0
đà nẵng	quảng bình	40.0	135000.0
đà nẵng	quảng bình	45.0	150000.0
đồng nai	quảng bình	39.0	610000.0
bắc giang	quảng nam	39.0	470000.0
bắc kạn	quảng nam	40.0	600000.0
bắc ninh	quảng nam	39.0	470000.0
bình dương	quảng nam	43.0	300000.0
bình phước	quảng nam	45.0	400000.0
bình thuận	quảng nam	39.0	380000.0
bình định	quảng nam	39.0	200000.0
bình định	quảng nam	44.0	130000.0
bình định	quảng nam	44.0	160000.0
bình định	quảng nam	44.0	150000.0
bình định	quảng nam	44.0	140000.0
bình định	quảng nam	44.0	120000.0
bình định	quảng nam	44.0	110000.0
bình định	quảng nam	44.0	100000.0
bình định	quảng nam	44.0	90000.0
bình định	quảng nam	44.0	80000.0
cần thơ	quảng nam	39.0	550000.0
hà nội	quảng nam	40.0	380000.0
hà nội	quảng nam	41.0	320000.0
hà nội	quảng nam	39.0	410000.0
hà nội	quảng nam	40.0	350000.0
hà tĩnh	quảng nam	39.0	310000.0
hải dương	quảng nam	39.0	450000.0
hải dương	quảng nam	46.0	430000.0
hải phòng	quảng nam	39.0	450000.0
hòa bình	quảng nam	46.0	430000.0
huế	quảng nam	9.0	290000.0
huế	quảng nam	39.0	180000.0
huế	quảng nam	29.0	220000.0
huế	quảng nam	28.0	180000.0
huế	quảng nam	35.0	90000.0
huế	quảng nam	40.0	80000.0
huế	quảng nam	39.0	119000.0
hưng yên	quảng nam	39.0	450000.0
lạng sơn	quảng nam	39.0	510000.0
nam định	quảng nam	39.0	420000.0
nghệ an	quảng nam	39.0	320000.0
khánh hòa	quảng nam	44.0	200000.0
khánh hòa	quảng nam	41.0	240000.0
khánh hòa	quảng nam	39.0	300000.0
khánh hòa	quảng nam	45.0	200000.0
khánh hòa	quảng nam	40.0	220000.0
khánh hòa	quảng nam	39.0	249000.0
ninh bình	quảng nam	39.0	390000.0
ninh thuận	quảng nam	39.0	350000.0
ninh thuận	quảng nam	45.0	240000.0
phú yên	quảng nam	39.0	260000.0
quảng bình	quảng nam	39.0	250000.0
quảng bình	quảng nam	40.0	210000.0
quảng ngãi	quảng nam	39.0	150000.0
quảng ngãi	quảng nam	44.0	60000.0
quảng ngãi	quảng nam	44.0	90000.0
quảng ngãi	quảng nam	44.0	70000.0
quảng ngãi	quảng nam	44.0	80000.0
quảng ngãi	quảng nam	44.0	50000.0
quảng ngãi	quảng nam	44.0	100000.0
quảng ngãi	quảng nam	44.0	40000.0
quảng ninh	quảng nam	39.0	580000.0
quảng ninh	quảng nam	39.0	540000.0
quảng trị	quảng nam	39.0	210000.0
sài gòn	quảng nam	40.0	350000.0
sài gòn	quảng nam	40.0	400000.0
sài gòn	quảng nam	42.0	380000.0
sài gòn	quảng nam	39.0	420000.0
sài gòn	quảng nam	43.0	300000.0
sài gòn	quảng nam	42.0	350000.0
sài gòn	quảng nam	44.0	270000.0
sài gòn	quảng nam	40.0	300000.0
thái bình	quảng nam	39.0	420000.0
thái nguyên	quảng nam	39.0	450000.0
thanh hóa	quảng nam	39.0	370000.0
tiền giang	quảng nam	39.0	520000.0
vĩnh long	quảng nam	39.0	550000.0
vũng tàu	quảng nam	39.0	420000.0
vũng tàu	quảng nam	42.0	400000.0
lâm đồng	quảng nam	44.0	320000.0
lâm đồng	quảng nam	41.0	250000.0
đà nẵng	quảng nam	39.0	150000.0
đà nẵng	quảng nam	39.0	99000.0
đắk lắk	quảng nam	45.0	300000.0
đắk nông	quảng nam	45.0	200000.0
đồng nai	quảng nam	39.0	420000.0
đồng nai	quảng nam	43.0	300000.0
bắc giang	quảng ngãi	39.0	500000.0
bắc ninh	quảng ngãi	39.0	500000.0
bình dương	quảng ngãi	43.0	280000.0
bình phước	quảng ngãi	40.0	350000.0
bình phước	quảng ngãi	40.0	300000.0
bình phước	quảng ngãi	46.0	300000.0
bình thuận	quảng ngãi	43.0	300000.0
bình thuận	quảng ngãi	39.0	330000.0
bình định	quảng ngãi	39.0	160000.0
bình định	quảng ngãi	44.0	110000.0
bình định	quảng ngãi	44.0	100000.0
bình định	quảng ngãi	44.0	90000.0
bình định	quảng ngãi	44.0	120000.0
bình định	quảng ngãi	44.0	80000.0
bình định	quảng ngãi	44.0	70000.0
bình định	quảng ngãi	44.0	60000.0
bình định	quảng ngãi	44.0	50000.0
bình định	quảng ngãi	44.0	40000.0
cần thơ	quảng ngãi	39.0	520000.0
cần thơ	quảng ngãi	40.0	420000.0
gia lai	quảng ngãi	44.0	150000.0
gia lai	quảng ngãi	40.0	180000.0
hà nội	quảng ngãi	40.0	320000.0
hà nội	quảng ngãi	39.0	430000.0
hà tĩnh	quảng ngãi	39.0	340000.0
hải dương	quảng ngãi	39.0	480000.0
hải dương	quảng ngãi	46.0	450000.0
hải phòng	quảng ngãi	39.0	480000.0
hòa bình	quảng ngãi	46.0	450000.0
huế	quảng ngãi	39.0	220000.0
hưng yên	quảng ngãi	39.0	480000.0
kiên giang	quảng ngãi	40.0	500000.0
kon tum	quảng ngãi	16.0	140000.0
lạng sơn	quảng ngãi	39.0	530000.0
nam định	quảng ngãi	39.0	450000.0
nghệ an	quảng ngãi	39.0	350000.0
khánh hòa	quảng ngãi	46.0	200000.0
khánh hòa	quảng ngãi	39.0	250000.0
khánh hòa	quảng ngãi	45.0	200000.0
ninh bình	quảng ngãi	39.0	410000.0
ninh thuận	quảng ngãi	46.0	230000.0
ninh thuận	quảng ngãi	39.0	310000.0
ninh thuận	quảng ngãi	45.0	220000.0
phú yên	quảng ngãi	39.0	210000.0
quảng bình	quảng ngãi	39.0	290000.0
quảng nam	quảng ngãi	39.0	150000.0
quảng ninh	quảng ngãi	39.0	600000.0
quảng ninh	quảng ngãi	39.0	560000.0
quảng trị	quảng ngãi	39.0	250000.0
sài gòn	quảng ngãi	40.0	350000.0
sài gòn	quảng ngãi	40.0	450000.0
sài gòn	quảng ngãi	40.0	300000.0
sài gòn	quảng ngãi	40.0	280000.0
sài gòn	quảng ngãi	44.0	250000.0
sài gòn	quảng ngãi	39.0	400000.0
sài gòn	quảng ngãi	45.0	150000.0
sài gòn	quảng ngãi	43.0	280000.0
sài gòn	quảng ngãi	40.0	750000.0
sài gòn	quảng ngãi	40.0	250000.0
sài gòn	quảng ngãi	40.0	440000.0
sài gòn	quảng ngãi	46.0	260000.0
sài gòn	quảng ngãi	42.0	300000.0
sài gòn	quảng ngãi	40.0	320000.0
sài gòn	quảng ngãi	40.0	295000.0
sài gòn	quảng ngãi	40.0	370000.0
sài gòn	quảng ngãi	46.0	250000.0
tây ninh	quảng ngãi	40.0	340000.0
thái bình	quảng ngãi	39.0	450000.0
thái nguyên	quảng ngãi	39.0	480000.0
thanh hóa	quảng ngãi	39.0	390000.0
tiền giang	quảng ngãi	39.0	470000.0
vĩnh long	quảng ngãi	39.0	520000.0
vũng tàu	quảng ngãi	39.0	400000.0
vũng tàu	quảng ngãi	42.0	350000.0
vũng tàu	quảng ngãi	44.0	280000.0
vũng tàu	quảng ngãi	40.0	300000.0
lâm đồng	quảng ngãi	41.0	230000.0
lâm đồng	quảng ngãi	40.0	250000.0
đà nẵng	quảng ngãi	39.0	170000.0
đà nẵng	quảng ngãi	40.0	90000.0
đà nẵng	quảng ngãi	38.0	100000.0
đắk nông	quảng ngãi	40.0	250000.0
đắk nông	quảng ngãi	46.0	270000.0
đắk nông	quảng ngãi	46.0	250000.0
đắk nông	quảng ngãi	46.0	230000.0
đồng nai	quảng ngãi	39.0	400000.0
đồng nai	quảng ngãi	43.0	280000.0
bắc giang	quảng trị	39.0	370000.0
bắc ninh	quảng trị	39.0	370000.0
bình thuận	quảng trị	39.0	530000.0
bình định	quảng trị	39.0	300000.0
bình định	quảng trị	45.0	200000.0
cần thơ	quảng trị	39.0	660000.0
gia lai	quảng trị	41.0	400000.0
hà nội	quảng trị	40.0	250000.0
hà nội	quảng trị	39.0	300000.0
hà nội	quảng trị	40.0	230000.0
hà tĩnh	quảng trị	39.0	200000.0
hải dương	quảng trị	39.0	330000.0
hải phòng	quảng trị	39.0	330000.0
hải phòng	quảng trị	46.0	300000.0
hòa bình	quảng trị	46.0	330000.0
huế	quảng trị	9.0	210000.0
huế	quảng trị	39.0	140000.0
huế	quảng trị	38.0	150000.0
huế	quảng trị	40.0	400000.0
huế	quảng trị	45.0	220000.0
hưng yên	quảng trị	39.0	330000.0
kon tum	quảng trị	40.0	400000.0
lạng sơn	quảng trị	39.0	400000.0
nghệ an	quảng trị	39.0	210000.0
khánh hòa	quảng trị	39.0	440000.0
ninh bình	quảng trị	39.0	280000.0
ninh thuận	quảng trị	39.0	490000.0
phú yên	quảng trị	39.0	390000.0
quảng bình	quảng trị	9.0	210000.0
quảng bình	quảng trị	39.0	140000.0
quảng nam	quảng trị	39.0	210000.0
quảng ngãi	quảng trị	39.0	250000.0
quảng ninh	quảng trị	39.0	450000.0
quảng ninh	quảng trị	39.0	420000.0
sài gòn	quảng trị	40.0	500000.0
sài gòn	quảng trị	39.0	580000.0
sài gòn	quảng trị	40.0	640000.0
sài gòn	quảng trị	42.0	500000.0
sài gòn	quảng trị	40.0	550000.0
sài gòn	quảng trị	36.0	550000.0
thái bình	quảng trị	39.0	300000.0
thái nguyên	quảng trị	39.0	330000.0
thanh hóa	quảng trị	39.0	260000.0
vũng tàu	quảng trị	39.0	580000.0
vũng tàu	quảng trị	42.0	500000.0
lâm đồng	quảng trị	45.0	280000.0
đà nẵng	quảng trị	39.0	170000.0
đà nẵng	quảng trị	45.0	200000.0
đà nẵng	quảng trị	40.0	160000.0
đắk lắk	quảng trị	40.0	400000.0
đắk nông	quảng trị	40.0	500000.0
đồng nai	quảng trị	39.0	580000.0
bắc giang	thanh hóa	39.0	220000.0
bắc ninh	thanh hóa	45.0	100000.0
bắc ninh	thanh hóa	39.0	260000.0
bình dương	thanh hóa	45.0	600000.0
bình dương	thanh hóa	40.0	600000.0
bình dương	thanh hóa	40.0	500000.0
bình dương	thanh hóa	40.0	650000.0
bình phước	thanh hóa	45.0	400000.0
bình thuận	thanh hóa	39.0	680000.0
bình định	thanh hóa	39.0	470000.0
cần thơ	thanh hóa	39.0	850000.0
gia lai	thanh hóa	41.0	530000.0
hà giang	thanh hóa	40.0	320000.0
hà nam	thanh hóa	46.0	80000.0
hà nam	thanh hóa	44.0	100000.0
hà nội	thanh hóa	46.0	130000.0
hà nội	thanh hóa	40.0	100000.0
hà nội	thanh hóa	28.0	100000.0
hà nội	thanh hóa	40.0	120000.0
hà nội	thanh hóa	28.0	90000.0
hà nội	thanh hóa	46.0	100000.0
hà nội	thanh hóa	45.0	80000.0
hà nội	thanh hóa	45.0	100000.0
hà nội	thanh hóa	41.0	100000.0
hà nội	thanh hóa	9.0	150000.0
hà nội	thanh hóa	16.0	115000.0
hà nội	thanh hóa	35.0	80000.0
hà nội	thanh hóa	40.0	180000.0
